etd_1
thesis_format,title,publication_date,degree_name,department,department2,embargo,embargo_date,embargo_reason,language,keywords,disciplines,distribution_license,author1_institution
,An Empirical Investigation Of The Concept Of “Pornography”,2014-05-01 00:00,Doctor of Philosophy,Psychology,,FALSE,,,English,"pornography, sexually explicit materials, erotica, obscenity, definitions, concepts, typicality, prototypicality, family resemblance",Cognition and Perception; Personality and Social Contexts; Social Psychology,,The University of Western Ontario
,Evaluating Mental Health Training for Teachers:  Identifying and Supporting Students with Mental Health Challenges,2014-04-07 00:00,Master of Arts,Education,,FALSE,,,English,"school-based mental health, teacher education, professional development",Other Teacher Education and Professional Development,,The University of Western Ontario
,Physical Sulphate Attack on Concrete,2014-04-29 00:00,Master of Engineering Science,Civil and Environmental Engineering,,TRUE,2014-04-29 00:00,,English,"Surface; Physical; Sulphate attack; Capillary; Pore; Structure; Treatment; Crystallization; Chemical, Pozzolans",Civil Engineering; Structural Engineering,,The University of Western Ontario
,Maternal Control of Genomic Imprinting: Effects of Infertility and Ovarian Stimulation in a Mouse Model,2014-04-17 00:00,Doctor of Philosophy,Biochemistry,,TRUE,2015-01-01 00:00,,English,"Genomic Imprinting, Infertility, Assisted Reproductive Technologies, Ovarian Stimulation, Superovulation, Maternal Effect Factors, ZFP57, TRIM28, Oocyte, Preimplantation Embryo",Biochemistry; Developmental Biology; Molecular Genetics,,The University of Western Ontario
,The Association Between Women's Autonomy and Women's HIV/AIDS Knowledge and Attitudes in Ethiopia,2014-04-08 00:00,Master of Science,Epidemiology and Biostatistics,,TRUE,2016-03-13 00:00,,English,"HIV/AIDS, Autonomy, Women's Autonomy, Autonomy perception, Ethiopia, Sub-Saharan Africa",Community Health and Preventive Medicine; Epidemiology; Health Services Administration; Health Services Research; Public Health Education and Promotion; Women's Health,,The University of Western Ontario
,Quantum Optics of Polaritonic Nanocomposites,2014-04-17 00:00,Doctor of Philosophy,Physics,,FALSE,,,English,"Polaritonics, nanocomposite, photonic crystal, quantum dot, metamaterial",Condensed Matter Physics; Optics; Quantum Physics,,The University of Western Ontario
,Learners' Stories:  A Study of Hong Kong Post-Secondary Students' English Learning Experiences and Identity Construction,2014-04-23 00:00,Doctor of Philosophy,Education,,FALSE,,,English,"Hong Kong post-secondary students, English learning experiences, multiple identities, investment in English learning","Bilingual, Multilingual, and Multicultural Education; Curriculum and Instruction; Higher Education",,The University of Western Ontario
,Modeling Pharmaceutical Risk-Sharing Agreements,2014-04-23 00:00,Doctor of Philosophy,Business,,TRUE,2015-06-01 00:00,,English,"Risk-sharing, Pay-for-performance, Pharmaceutical, Healthcare, Disease Progression Model, Net Monetary Benefit, Operations Research, Management Science, Health Economics",Management Sciences and Quantitative Methods,,The University of Western Ontario
,Boxing in the Union Blue: A Social History of American Boxing in the Union States During the Late Antebellum and Civil War Years,2014-04-22 00:00,Doctor of Philosophy,Kinesiology,,FALSE,,,English,"boxing history, civil war, american sport history, union army",American Popular Culture; Other Kinesiology; Social History; United States History,,The University of Western Ontario
,"Biomechanical Investigations of Medial Opening Wedge High Tibial Osteotomy:  Gait Analysis, Materials Testing and Dynamic Radiography",2014-04-16 00:00,Doctor of Philosophy,Biomedical Engineering,,TRUE,2016-05-01 00:00,,English,"Knee osteoarthritis, Medial opening wedge high tibial osteotomy, Fixation plates, Gait biomechanics, Dynamic single-plane flat-panel radiography",Biomechanics and Biotransport,,The University of Western Ontario
,From Their Perspective:  How Adolescents and Young Adults Experience and Conceptualize Life and Occupation Surrounding Parental Divorce or Separation,2014-04-17 00:00,Doctor of Philosophy,Health and Rehabilitation Sciences,,FALSE,,,English,"Parental divorce, adolescent, young adult, occupational science, narrative inquiry, visual methodology",Counseling; Maternal and Child Health; Mental Disorders; Occupational Therapy; Psychology; Social Work; Student Counseling and Personnel Services,,The University of Western Ontario
,Children's Voices in a School-Based Mental Health Needs Assessment,2014-04-01 00:00,Master of Arts,Education,,FALSE,,,English,"school-based mental health, needs assessment, photovoice, emotions, qualitative research, children",Counseling Psychology,,The University of Western Ontario
,Drug Delivery to the Respiratory Tract Using Dry Powder Inhalers,2014-04-21 00:00,Doctor of Philosophy,Chemical and Biochemical Engineering,,FALSE,,,English,"Dry powders inhalers, Crystallization, Controlled drug delivery, In-vitro aerosol deposition, Progesterone, 5-Fluorouracil.",Biochemical and Biomolecular Engineering; Biomaterials; Biomedical Devices and Instrumentation,,The University of Western Ontario
,A Critical Examination of the Social Organizations within Canadian NGOs in the Provision of HIV/AIDS Health Work in Tanzania,2014-04-22 00:00,Doctor of Philosophy,Nursing,,TRUE,2016-04-30 00:00,,English,"international volunteer work, health work, institutions, critical social theory, social organizations",Public Health and Community Nursing,,The University of Western Ontario
,Characterization of Fine Powders and Development of Processes for Powder Coatings,2014-04-21 00:00,Doctor of Philosophy,Chemical and Biochemical Engineering,,TRUE,2019-06-30 00:00,,English,"powder flowability, cyclone, fine powder, corona charge spraying, transfer efficiency, Faraday Cage resistance, powder coating, grinding",Polymer Science; Process Control and Systems,,The University of Western Ontario
,TAK1 Mediates TGF beta-1 Responses in Gingival Fibroblasts,2014-04-21 00:00,Master of Science,Physiology,,FALSE,,,English,"TGFβ1, TAK1, (5Z)-7-Oxozeanol, fibrosis, CCN2, gingival fibroblasts",Medical Physiology,,The University of Western Ontario
,"Tip-Enhances Raman Spectroscopy, Enabling Spectroscopy at the Nanoscale",2014-05-01 00:00,Doctor of Philosophy,Chemistry,,FALSE,,,English,"tip-enhanced Raman spectroscopy, localized surface plasmon resonances, near-field measurements, radial and linear polarization, finite-difference time-domain calculations",Analytical Chemistry; Materials Chemistry; Physical Chemistry,,The University of Western Ontario
,Pathophysiology of Compartment Syndrome,2014-04-11 00:00,Doctor of Philosophy,Medical Biophysics,,FALSE,,,English,"Compartment Syndrome, Trauma, Fasciotomy, Pathophysiology",Orthopedics,,The University of Western Ontario
,Plasmonic Optical Sensors: Performance Analysis and Engineering Towards Biosensing,2014-06-27 00:00,Doctor of Philosophy,Biomedical Engineering,,TRUE,2014-12-31 00:00,,English,"surface plasmon resonance sensing, refractive index sensitivity, template transfer, plasmonics optical fiber, freestanding metal nanomembrane, nanohole array",Biomedical Devices and Instrumentation; Biomedical Engineering and Bioengineering; Biotechnology; Membrane Science; Nanoscience and Nanotechnology; Nanotechnology Fabrication; Optics,,The University of Western Ontario
,‘First Among Equals:’ The Development of Preponderant Federalisms in Upper Canada and Ontario to 1896,2014-04-23 00:00,Doctor of Philosophy,History,,FALSE,,,English,"Federation, federalism, Ontario, Canada, provincial rights, centralization, regional alienation",Political History,,The University of Western Ontario
,Entrepreneurial Culture: Developing a Theoretical Construct and its Measurement,2014-06-04 00:00,Doctor of Philosophy,Business,,FALSE,,,English,"Entrepreneurial Culture, Organizational Culture, Entrepreneurship, Opportunities, Multi-level Modeling",Entrepreneurial and Small Business Operations,,The University of Western Ontario
,Secondary Traumatic Stress and Alexithymia in High-Risk Professionals,2014-04-04 00:00,Master of Arts,Education,,FALSE,,,English,"Alexithymia, Secondary Traumatic Stress, Post-Traumatic Stress Disorder, Therapists, Teachers",Clinical Psychology; Counseling Psychology; Counselor Education; Psychological Phenomena and Processes,,The University of Western Ontario
,Modeling and Control of Steerable Ablation Catheters,2014-04-24 00:00,Doctor of Philosophy,Electrical and Computer Engineering,,TRUE,2016-04-23 00:00,,English,"Cardiac Ablation, Steerable Ablation Catheter, Robotics-Assisted Catheter Manipulation, Large-De ection Beam Model, Pseudo-Rigid-Body 3R Model, Force Control, Shape Analysis, Motion Compensation",Biomedical; Controls and Control Theory,,The University of Western Ontario
,"“Soldiers First”: The Evolution of Training for Peacekeeping in the Canadian Forces, 1956-2000",2014-04-23 00:00,Doctor of Philosophy,History,,FALSE,,,English,"Peacekeeping, Training, Canadian Forces, United Nations, Military, Canada",Military History,,The University of Western Ontario
,Mechanism of Dissolution of High Valence Lead Oxides in Water Under Depleting Chlorine Conditions,2014-04-08 00:00,Master of Engineering Science,Civil and Environmental Engineering,,FALSE,,,English,"β-PbO2 dissolution, Pb3O4 dissolution, free chlorine, solid phase transformation, UV/Vis/NIR spectroscopy, FTIR",Environmental Engineering,,The University of Western Ontario
,Role Of Nitric Oxide In Embryonic Heart Development And Adult Aortic Valve Disease,2014-05-22 00:00,Doctor of Philosophy,Pharmacology and Toxicology,,TRUE,2015-07-31 00:00,,English,"NOS3, heart development, aortic valves, coronary artery, atrioventricular valves, thrombosis",Cellular and Molecular Physiology; Developmental Biology; Molecular Genetics,,The University of Western Ontario
,A Feminist Defense of Moderate Moral Intuitionism,2014-04-07 00:00,Doctor of Philosophy,Philosophy,,TRUE,2014-05-01 00:00,,English,"intuitions, feminism, Henry Sidgwick, moral epistemology, foundationalism, pluralism",Epistemology; Ethics and Political Philosophy; Feminist Philosophy,,The University of Western Ontario
,Young adults reflect on the experience of reading comics in contemporary society: Overcoming the commonplace and recognizing complexity,2014-05-20 00:00,Doctor of Philosophy,Library & Information Science,,FALSE,,,English,Comics; graphic novels; hermeneutic phenomenology; material culture; reading experience; young adults,Library and Information Science,,The University of Western Ontario
,Sex Hormones and Sympathetic Nerve Activity,2014-04-14 00:00,Doctor of Philosophy,Kinesiology,,TRUE,2016-04-30 00:00,,English,"menstrual cycle, hormonal contraceptives, sex hormones, baroreflex, chemoreflex, muscle sympathetic nerve activity",Systems and Integrative Physiology,,The University of Western Ontario
,Signaling Events During Extraembryonic Endoderm Differentiation,2014-04-16 00:00,Doctor of Philosophy,Developmental Biology,,FALSE,,,English,"primitive endoderm, ROS, Wnt, signaling crosstalk",Biology; Cell Biology; Developmental Biology,,The University of Western Ontario
,Effects of an Angiotensin II Type 1 Receptor Blocker on Cardiovascular Calcification,2014-04-24 00:00,Doctor of Philosophy,Anatomy and Cell Biology,,FALSE,,,English,"aortic valve sclerosis, arterial calcification, atherosclerosis, calcific aortic valve disease, renin-angiotensin system, statin",Cardiovascular Diseases,,The University of Western Ontario
,Electrical Resistivity Tomography for Mapping Subsurface Remediation,2014-05-06 00:00,Doctor of Philosophy,Civil and Environmental Engineering,,FALSE,,,English,"hydrogeophysics, groundwater contamination, remediation, non-aqueous phase liquids, electrical resistivity tomography, time-lapse monitoring",Environmental Engineering,,The University of Western Ontario
,Effects of microRNA156 on Flowering Time and Plant Architecture in Medicago sativa,2014-04-15 00:00,Master of Science,Biology,,TRUE,2015-05-01 00:00,,English,"miR156, SPL genes, flowering time, shoot branching, biomass production",Biology,,The University of Western Ontario
,Investigating Genotype-Phenotype relationship extraction from biomedical text,2014-04-17 00:00,Doctor of Philosophy,Computer Science,,FALSE,,,English,"Relation Extraction, Named Entity Recognition, Phenotype, Genotype, Semi-supervised learning",Artificial Intelligence and Robotics,,The University of Western Ontario
,American Ginseng Modulation of Immune Function and Phytochemical Analysis,2014-05-01 00:00,Doctor of Philosophy,Pharmacology and Toxicology,,FALSE,,,English,"American ginseng, aqueous extract, alcoholic extract, immunomodulation, polysaccharides, gastrointestinal tract absorption","Pharmacology, Toxicology and Environmental Health",,The University of Western Ontario
