Last Name	First and Middle Name	Departments	Faculty	ORCID
Charpentier	Paul A	Chemical &Biochem Engineering	Faculty of Engineering	0000-0001-9506-5576
De Lasa	Hugo I	Chemical &Biochem Engineering	Faculty of Engineering	0000-0002-6965-7276
Dehnavi	Vahid	Chemical &Biochem Engineering	Faculty of Engineering	0000-0002-8429-002X
Flynn	Lauren E	"Chemical &Biochem Engineering, Anatomy & Cell Biology"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0001-6227-0928
Gillies	Elizabeth R	"Chemical &Biochem Engineering, Chemistry"	"Faculty of Engineering, Faculty of Science"	0000-0002-3983-2248
Gomaa	Hassan	Chemical &Biochem Engineering	Faculty of Engineering	
Han	Xue	Chemical &Biochem Engineering	Faculty of Engineering	
Herrera	Jose	Chemical &Biochem Engineering	Faculty of Engineering	0000-0003-3027-0979
Hrymak	Andrew N.	"Chemical &Biochem Engineering, FPC - Research"	Faculty of Engineering	0000-0002-9639-9786
Karamanev	Dimitre G	"Chemical &Biochem Engineering, The Institute of Chem & Fuels"	Faculty of Engineering	0000-0001-6305-790X
Klinghoffer	Naomi	"Chemical &Biochem Engineering, The Institute of Chem & Fuels"	Faculty of Engineering	0000-0002-2358-1931
Kreyman	Konstantin	Chemical &Biochem Engineering	Faculty of Engineering	
Liu	Tianlong (Taylor)	Chemical &Biochem Engineering	Faculty of Engineering	0000-0003-3908-6238
Mehdizadeh Allaf	Malihe	Chemical &Biochem Engineering	Faculty of Engineering	0000-0001-6351-9393
Mequanint	Kibret	Chemical &Biochem Engineering	Faculty of Engineering	0000-0002-7888-418X
Nakhla	George	"Chemical &Biochem Engineering, Civil & Environmental"	Faculty of Engineering	0009-0001-1206-1789
Paul	Arghya	"Chemical &Biochem Engineering, Chemistry"	"Faculty of Engineering, Faculty of Science"	0000-0003-4788-0378
Pjontek	Dominic	"Chemical &Biochem Engineering, The Institute of Chem & Fuels"	Faculty of Engineering	0000-0002-2709-5340
Prakash	Anand	"Chemical &Biochem Engineering, The Institute of Chem & Fuels"	Faculty of Engineering	0000-0003-4782-5125
Ray	Madhumita Bhowmick	Chemical &Biochem Engineering	Faculty of Engineering	0000-0003-3549-0428
Rehmann	Lars	"Chemical &Biochem Engineering, The Institute of Chem & Fuels"	Faculty of Engineering	0000-0003-3463-6405
Rizkalla	Amin S.	"Chemical &Biochem Engineering, Dentistry - General, Medical Biophysics"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0003-0548-3817
Rohani	Sohrab	Chemical &Biochem Engineering	Faculty of Engineering	0000-0002-1667-1736
Santoro	Domenico	Chemical &Biochem Engineering	Faculty of Engineering	
Serrano Rosales	Benito	Chemical &Biochem Engineering	Faculty of Engineering	0000-0001-6546-7865
Shao	Yuanyuan	Chemical &Biochem Engineering	Faculty of Engineering	0000-0003-2434-1259
Sun	Wen Jun	Chemical &Biochem Engineering	Faculty of Engineering	
Tribe	Lauren Anne	Chemical &Biochem Engineering	Faculty of Engineering	0009-0004-1654-7323
Zeng	Yimin	Chemical &Biochem Engineering	Faculty of Engineering	0000-0003-2685-7048
Zhang	Jin	Chemical &Biochem Engineering	Faculty of Engineering	0000-0002-6875-8008
Zheng	Ying	Chemical &Biochem Engineering	Faculty of Engineering	0000-0002-2758-7839
Zhu	Jingxu	Chemical &Biochem Engineering	Faculty of Engineering	0000-0001-7749-8917
Bartlett	Michael	Civil & Environmental	Faculty of Engineering	
Bitsuamlak	Girma T	Civil & Environmental	Faculty of Engineering	0000-0002-0031-3176
Casas Prat	Merce	Civil & Environmental	Faculty of Engineering	0000-0002-5710-9141
Dagnew	Martha	Civil & Environmental	Faculty of Engineering	0000-0002-7998-1096
El Ansary	Ayman	"Civil & Environmental, Engineering WindEEE"	Faculty of Engineering	0000-0002-7889-330X
El Damatty	Ashraf	"Civil & Environmental, Engineering WindEEE"	Faculty of Engineering	0000-0001-8979-9178
El Naggar	Mohamed Hesham	"Civil & Environmental, Engineering WindEEE, Geotechnical Research Centre"	Faculty of Engineering	0000-0001-9366-0267
Hassan	Ikrema	Civil & Environmental	Faculty of Engineering	
Hong	Han-Ping	Civil & Environmental	Faculty of Engineering	0000-0002-6959-2409
Huang	Yifan	Civil & Environmental	Faculty of Engineering	
Kopp	Gregory A	"Civil & Environmental, Engineering WindEEE"	Faculty of Engineering	0000-0002-0784-3014
Li	Qiuyi	"Civil & Environmental, Engineering - CMRR, Engineering WindEEE, Geotechnical Research Centre"	Faculty of Engineering	
Miller	Connell	Civil & Environmental	Faculty of Engineering	
Moradi	Saber	Civil & Environmental	Faculty of Engineering	0000-0002-5075-3110
Najafi	Mohammad Reza	"Civil & Environmental, Engineering - CMRR"	Faculty of Engineering	0000-0002-1652-3135
Newson	Timothy A.	"Civil & Environmental, Geotechnical Research Centre"	Faculty of Engineering	0000-0002-6319-3124
Porter	Keith	Civil & Environmental	Faculty of Engineering	
Power	Christopher	Civil & Environmental	Faculty of Engineering	0000-0003-2389-4214
Rahman	Taufiq	Civil & Environmental	Faculty of Engineering	
Robinson	Clare	"Civil & Environmental, Geotechnical Research Centre"	Faculty of Engineering	0000-0002-6156-2328
Sadhu	Ayan	"Civil & Environmental, Engineering - CMRR, Engineering WindEEE"	Faculty of Engineering	0000-0001-5685-7087
Sadrekarimi	Abouzar	Civil & Environmental	Faculty of Engineering	0000-0001-8766-7120
Sills	David	Civil & Environmental	Faculty of Engineering	
Tang	Yili	"Civil & Environmental, Electrical & Computer, Engineering - CMRR"	Faculty of Engineering	0000-0002-5343-6823
Wang	Jin	"Civil & Environmental, Engineering - CMRR, Engineering WindEEE"	Faculty of Engineering	0000-0001-9536-6432
Youssef	Maged A.	Civil & Environmental	Faculty of Engineering	0000-0002-8135-5107
Zaki Hussein	Mohamed Hamed	Civil & Environmental	Faculty of Engineering	0000-0002-2970-2423
Zhou	Wenxing	"Civil & Environmental, Engineering WindEEE"	Faculty of Engineering	0000-0002-5932-4304
Abu-Rukba	Ra'Afat Omar	Electrical & Computer	Faculty of Engineering	
Abusharkh	Mohamed	Electrical & Computer	Faculty of Engineering	
Agrawal	Sumit Kishore	"Electrical & Computer, National Centre for Audiology, Clinical Neurological Science, Otolaryngology"	"Faculty of Engineering, Faculty of Health Sciences, Schulich School of Medicine & Dentistry"	0000-0002-1309-3838
Ahmed	Faheem	Electrical & Computer	Faculty of Engineering	
Ali	Shaimaa	Electrical & Computer	Faculty of Engineering	0000-0002-9329-9026
Aloqaily	Moayad	Electrical & Computer	Faculty of Engineering	
Badrkhani Ajaei	Firouz	Electrical & Computer	Faculty of Engineering	0000-0003-3950-695X
Bariah	Lina	Electrical & Computer	Faculty of Engineering	
Bou Nassif	Ali	Electrical & Computer	Faculty of Engineering	0000-0003-1570-0897
Brown	Lyndon J.	Electrical & Computer	Faculty of Engineering	0000-0001-6093-2668
Capretz	Luiz Fernando	Electrical & Computer	Faculty of Engineering	0000-0001-6966-2369
Capretz	Miriam A	Electrical & Computer	Faculty of Engineering	0000-0002-1380-971X
Chen	Elvis	"Electrical & Computer, Department of Medical Imaging, Medical Biophysics, Robarts - Imaging"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0002-4198-3336
Delrobaei	Mehdi	Electrical & Computer	Faculty of Engineering	0000-0002-4188-6958
Dounavis	Anestis	Electrical & Computer	Faculty of Engineering	0000-0003-3273-7157
Eagleson	Roy Arthur	Electrical & Computer	Faculty of Engineering	0000-0001-9264-8135
Essex	Aleksander Edwin	Electrical & Computer	Faculty of Engineering	0000-0002-0228-0371
Fang	Fang	"Electrical & Computer, Computer Science"	"Faculty of Engineering, Faculty of Science"	0000-0002-6582-6570
Grolinger	Katarina	Electrical & Computer	Faculty of Engineering	0000-0003-0062-8212
Hamieh	Ismail	Electrical & Computer	Faculty of Engineering	
HEIDARI	PARISA	Electrical & Computer	Faculty of Engineering	
Hussein	Ahmed Refaey	Electrical & Computer	Faculty of Engineering	
Jagadeesan	Jayender	Electrical & Computer	Faculty of Engineering	
Jiang	Jing	Electrical & Computer	Faculty of Engineering	0000-0001-7078-5999
khodabakhsh	javad	Electrical & Computer	Faculty of Engineering	
Lacefield	James C.	"Electrical & Computer, Medical Biophysics, Robarts - Imaging"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0002-9438-9189
Ladak	Hanif M.	"Electrical & Computer, National Centre for Audiology, Medical Biophysics, Otolaryngology"	"Faculty of Engineering, Faculty of Health Sciences, Schulich School of Medicine & Dentistry"	0000-0003-4911-3340
Luiken	MAIKE	Electrical & Computer	Faculty of Engineering	
McIsaac	Kenneth	Electrical & Computer	Faculty of Engineering	0000-0001-7583-0496
McLeod	John	Electrical & Computer	Faculty of Engineering	0000-0002-2040-7540
Michaelson	Dennis	Electrical & Computer	Faculty of Engineering	0000-0002-7395-6981
Moschopoulos	Gerasimos	Electrical & Computer	Faculty of Engineering	0000-0002-8363-170X
Moubayed	Abdallah	Electrical & Computer	Faculty of Engineering	0000-0002-1476-164X
Narayan	Apurva	"Electrical & Computer, Computer Science"	"Faculty of Engineering, Faculty of Science"	0000-0001-7203-8698
Nikan	Soodeh	Electrical & Computer	Faculty of Engineering	0000-0001-8223-1571
Ouda	Abdelkader Hassan Ahmed	Electrical & Computer	Faculty of Engineering	0000-0003-3882-1763
Parsa	Vijay	"Electrical & Computer, Communication Sci & Disorders, National Centre for Audiology"	"Faculty of Engineering, Faculty of Health Sciences"	0000-0002-4305-8347
Patel	Rajnikant V	"Electrical & Computer, Clinical Neurological Science, Surgery"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0003-3431-4617
Pearce	Joshua M.	"Electrical & Computer, The Institute of Chem & Fuels, Ivey - Associate Dean"	"Faculty of Engineering, Richard Ivey School of Business"	0000-0001-9802-3056
Polouchine	Ilia	Electrical & Computer	Faculty of Engineering	0000-0001-6453-4632
Primak	Serguei	Electrical & Computer	Faculty of Engineering	
Raji Kermani	Mehrdad	Electrical & Computer	Faculty of Engineering	0000-0003-0513-9485
Rao	Raveendra	Electrical & Computer	Faculty of Engineering	0000-000-5442-347X
Reyhani-Masoleh	Arash	Electrical & Computer	Faculty of Engineering	0000-0001-9743-6975
Sabarinathan	Jayshri	Electrical & Computer	Faculty of Engineering	0000-0003-3949-6712
Samani	Abbas M.	"Electrical & Computer, Medical Biophysics"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0002-9352-0587
Samarabandu	Jagath K.	Electrical & Computer	Faculty of Engineering	0009-0006-58716548
Sarkar	Atrisha	Electrical & Computer	Faculty of Engineering	
Shami	Abdallah	Electrical & Computer	Faculty of Engineering	0000-0003-2887-0350
Shen	Weiming	Electrical & Computer	Faculty of Engineering	0000-0001-5204-7992
Sobot	Robert	Electrical & Computer	Faculty of Engineering	
Tayebi	Abdelhamid	Electrical & Computer	Faculty of Engineering	0000-0002-9049-4651
Trejos	Ana Luisa	"Electrical & Computer, School of Biomedical Engineer"	Faculty of Engineering	0000-0002-3616-2891
Varma	Rajiv	Electrical & Computer	Faculty of Engineering	0000-0001-6034-1200
Viswanathan	Pooja	Electrical & Computer	Faculty of Engineering	0000-0001-9115-4651
Wang	Xianbin	Electrical & Computer	Faculty of Engineering	0000-0003-4890-0748
Wu	Yiyan	Electrical & Computer	Faculty of Engineering	0000-0001-8890-5389
Yang	Yimin	Electrical & Computer	Faculty of Engineering	0000-0002-1131-2056
Coley	Kenneth Stark	Engineering - Office of Dean	Faculty of Engineering	
Siddiqui	Kamran	"Engineering WindEEE, Grad & Postdoc Studies(SGPS)"	"Faculty of Engineering, Senior Administration"	0000-0002-1098-8812
Abdolvand	Hamidreza	Mechanical & Materials	Faculty of Engineering	0000-0003-4384-111X
Aliabadi	Amir A.	Mechanical & Materials	Faculty of Engineering	
Altenhof	William	Mechanical & Materials	Faculty of Engineering	
Asokanthan	Samuel F	Mechanical & Materials	Faculty of Engineering	0000-0001-5917-4353
Bordatchev	E V	Mechanical & Materials	Faculty of Engineering	0000-0003-2347-6338
Chen	Ning	Mechanical & Materials	Faculty of Engineering	
DeGroot	Christopher Thomas	Mechanical & Materials	Faculty of Engineering	0000-0002-2069-8253
Ferreira	Louis M.	"Mechanical & Materials, School of Biomedical Engineer, Surgery"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0001-9881-9177
Floryan	Jerzy M	"Mechanical & Materials, Mathematics, Physics and Astronomy"	"Faculty of Engineering, Faculty of Science"	0000-0003-3296-4122
Giles	Joshua	Mechanical & Materials	Faculty of Engineering	0000-0001-6997-8873
Gkouti	Elli	Mechanical & Materials	Faculty of Engineering	0000-0001-8147-8492
Henning	Frank T	Mechanical & Materials	Faculty of Engineering	
Jenkyn	Thomas R.	"Mechanical & Materials, Kinesiology - General, Surgery"	"Faculty of Engineering, Faculty of Health Sciences, Schulich School of Medicine & Dentistry"	0009-0001-4466-3450
Jiang	Liying	Mechanical & Materials	Faculty of Engineering	0000-0002-4902-7154
Johlin	Eric	Mechanical & Materials	Faculty of Engineering	0000-0002-2463-6252
Johnson	James A	"Mechanical & Materials, Surgery"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0002-4999-2974
Khayat	Roger E	Mechanical & Materials	Faculty of Engineering	0000-0001-8307-7019
Klassen	Robert Jay	Mechanical & Materials	Faculty of Engineering	
Knopf	George K	Mechanical & Materials	Faculty of Engineering	0000-0002-8696-9247
Lalone	Emily	"Mechanical & Materials, School of Biomedical Engineer, Surgery"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0002-0946-2493
Langohr	G Daniel G	"Mechanical & Materials, Surgery"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0001-8164-0605
Makaran	John	Mechanical & Materials	Faculty of Engineering	0009-0001-6226-3477
Mao	Haojie	Mechanical & Materials	Faculty of Engineering	0000-0002-7563-9234
Naish	Michael D.	Mechanical & Materials	Faculty of Engineering	0000-0001-7603-7182
Ogden	Kelly Anne	Mechanical & Materials	Faculty of Engineering	0009-0009-6131-4672
Price	Aaron David	Mechanical & Materials	Faculty of Engineering	0000-0002-1799-0755
Savory	Eric	Mechanical & Materials	Faculty of Engineering	0000-0001-9285-1408
Shi	HaoTian	Mechanical & Materials	Faculty of Engineering	0000-0003-2477-9795
St Lawrence	Sterling	Mechanical & Materials	Faculty of Engineering	
Straatman	Anthony G.	Mechanical & Materials	Faculty of Engineering	0000-0003-2857-8755
Sun	Xueliang A	Mechanical & Materials	Faculty of Engineering	0000-0003-0374-1245
Tutunea-Fatan	Ovidiu-Remus	Mechanical & Materials	Faculty of Engineering	0000-0002-1016-5103
Vafadar Moradi	Hadi	Mechanical & Materials	Faculty of Engineering	
Wang	Wenxi	Mechanical & Materials	Faculty of Engineering	
Willing	Ryan T	Mechanical & Materials	Faculty of Engineering	0000-0002-4127-8645
Wood	Jeffrey T	Mechanical & Materials	Faculty of Engineering	0000-0001-8129-6920
Xia	Min	Mechanical & Materials	Faculty of Engineering	0000-0001-8057-9654
Yang	Irene	"Mechanical & Materials, Surgery"	"Faculty of Engineering, Schulich School of Medicine & Dentistry"	0000-0001-9316-6787
Yang	Jun	Mechanical & Materials	Faculty of Engineering	0000-0002-7545-4213
Zhang	Chao	Mechanical & Materials	Faculty of Engineering	0000-0002-2116-0594
Zhao	Yang	Mechanical & Materials	Faculty of Engineering	0000-0002-4148-2603
zhou	Jigang	Mechanical & Materials	Faculty of Engineering	0000-0001-6644-2862
Farsad	Nariman	School of Biomedical Engineer	Faculty of Engineering	
Fanchini	Giovanni	"The Institute of Chem & Fuels, Chemistry, Physics and Astronomy"	"Faculty of Engineering, Faculty of Science"	0000-0002-2502-7475
Moreira	Cesar	The Institute of Chem & Fuels	Faculty of Engineering	
Rosi	Luca	The Institute of Chem & Fuels	Faculty of Engineering	0000-0002-9831-052X
Yeung	Ken	"The Institute of Chem & Fuels, Chemistry, Biochemistry"	"Faculty of Engineering, Faculty of Science, Schulich School of Medicine & Dentistry"	0000-0001-6933-2941
Ahmadi	Latifeh	Brescia School Foods and Nutr	Faculty of Health Sciences	0000-0001-9164-5055
Battram	Danielle	Brescia School Foods and Nutr	Faculty of Health Sciences	
Descartes	Lara	Brescia School Foods and Nutr	Faculty of Health Sciences	0000-0002-5938-1456
Dworatzek	Paula Darlene	Brescia School Foods and Nutr	Faculty of Health Sciences	0000-0003-2093-9341
Green	David Samuel	Brescia School Foods and Nutr	Faculty of Health Sciences	0000-0001-5990-9102
Hartman	Brenda A	Brescia School Foods and Nutr	Faculty of Health Sciences	0009-0009-8401-1340
Hawa	Roula	Brescia School Foods and Nutr	Faculty of Health Sciences	0000-0001-5581-0017
Hekmat	Sharareh	Brescia School Foods and Nutr	Faculty of Health Sciences	0000-0002-7301-9496
Madill	Janet	Brescia School Foods and Nutr	Faculty of Health Sciences	0000-0001-5387-2329
Matthews	June	Brescia School Foods and Nutr	Faculty of Health Sciences	0000-0001-5531-8954
